18807_1_1_1	18807_1_1_1
18653_1_1_1	18653_1_1_1
18655_1_1_1	18655_1_1_1
18662_1_1_1	18662_1_1_1
18669_1_1_1	18669_1_1_1
18669_1_1_1	18342_1_1_1
18670_1_1_1	18670_1_1_1
18672_1_1_1	18672_1_1_1
18673_1_1_1	18673_1_1_1
18676_1_1_1	18676_1_1_1
18681_1_1_1	18681_1_1_1
18684_1_1_1	18684_1_1_1
18684_1_1_1	5264_1_1_1
5484_1_1_1	5484_1_1_1
5485_1_1_1	5485_1_1_1
5492_1_1_1	5492_1_1_1
5492_1_1_1	4259_1_1_1
5493_1_1_1	5493_1_1_1
5497_1_1_1	5497_1_1_1
5499_1_1_1	5499_1_1_1
5503_1_1_1	5503_1_1_1
5506_1_1_1	5506_1_1_1
5512_1_1_1	5512_1_1_1
5512_1_1_1	16310_1_1_1
5513_1_1_1	5513_1_1_1
5513_1_1_1	4965_1_1_1
5515_1_1_1	5515_1_1_1
5524_1_1_1	5524_1_1_1
5534_1_1_1	5534_1_1_1
5535_1_1_1	5535_1_1_1
5538_1_1_1	5538_1_1_1
5541_1_1_1	5541_1_1_1
5547_1_1_1	5547_1_1_1
5551_1_1_1	5551_1_1_1
5554_1_1_1	5554_1_1_1
5554_1_1_1	15020_1_1_1
5557_2_1_1	5557_2_1_1
5560_1_1_1	5560_1_1_1
5561_1_1_1	5561_1_1_1
5564_1_1_1	5564_1_1_1
5566_1_1_1	5566_1_1_1
5567_1_1_1	5567_1_1_1
5568_1_1_1	5568_1_1_1
5570_1_1_1	5570_1_1_1
5573_1_1_1	5573_1_1_1
5577_1_1_1	5577_1_1_1
5579_1_1_1	5579_1_1_1
5579_1_1_1	5048_1_1_1
5579_1_1_1	4681_1_1_1
5373_1_1_1	5373_1_1_1
5382_1_1_1	5382_1_1_1
5383_1_1_1	5383_1_1_1
5391_1_1_1	5391_1_1_1
5393_1_1_1	5393_1_1_1
5398_1_1_1	5398_1_1_1
5399_1_1_1	5399_1_1_1
5402_1_1_1	5402_1_1_1
5407_1_1_1	5407_1_1_1
5456_1_1_1	5456_1_1_1
5458_1_1_1	5458_1_1_1
5459_1_1_1	5459_1_1_1
5462_1_1_1	5462_1_1_1
5463_1_1_1	5463_1_1_1
5463_1_1_1	20080_1_1_1
5465_1_1_1	5465_1_1_1
5465_1_1_1	5951_1_1_1
5467_1_1_1	5467_1_1_1
5468_1_1_1	5468_1_1_1
5471_1_1_1	5471_1_1_1
5481_1_1_1	5481_1_1_1
5481_1_1_1	11245_1_1_1
5482_1_1_1	5482_1_1_1
53392_1_1_1	53392_1_1_1
53396_1_1_1	53396_1_1_1
5340_1_1_1	5340_1_1_1
5341_1_1_1	5341_1_1_1
5350_1_1_1	5350_1_1_1
5354_1_1_1	5354_1_1_1
5356_1_1_1	5356_1_1_1
5356_1_1_1	19668_1_1_1
5360_1_1_1	5360_1_1_1
5364_1_1_1	5364_1_1_1
5366_1_1_1	5366_1_1_1
17721_1_1_1	17721_1_1_1
17734_1_1_1	17734_1_1_1
17737_1_1_1	17737_1_1_1
17739_1_1_1	17739_1_1_1
17750_1_1_1	17750_1_1_1
17754_1_1_1	17754_1_1_1
17763_1_1_1	17763_1_1_1
17818_1_1_1	17818_1_1_1
17831_1_1_1	17831_1_1_1
17833_1_1_1	17833_1_1_1
17842_1_1_1	17842_1_1_1
17853_1_1_1	17853_1_1_1
17876_1_1_1	17876_1_1_1
17876_1_1_1	17987_1_1_1
17889_1_1_1	17889_1_1_1
17891_1_1_1	17891_1_1_1
17922_1_1_1	17922_1_1_1
17931_1_1_1	17931_1_1_1
17931_1_1_1	17930_1_1_1
17936_1_1_1	17936_1_1_1
17938_1_1_1	17938_1_1_1
17939_1_1_1	17939_1_1_1
17949_1_1_1	17949_1_1_1
17962_1_1_1	17962_1_1_1
17973_1_1_1	17973_1_1_1
17998_1_1_1	17998_1_1_1
17999_1_1_1	17999_1_1_1
18025_1_1_1	18025_1_1_1
18041_1_1_1	18041_1_1_1
18053_1_1_1	18053_1_1_1
18053_1_1_1	10120_1_1_1
18085_1_1_1	18085_1_1_1
18086_1_1_1	18086_1_1_1
18094_1_1_1	18094_1_1_1
18097_1_1_1	18097_1_1_1
18109_1_1_1	18109_1_1_1
18110_1_1_1	18110_1_1_1
18123_1_1_1	18123_1_1_1
18160_1_1_1	18160_1_1_1
18163_1_1_1	18163_1_1_1
18167_1_1_1	18167_1_1_1
18194_1_1_1	18194_1_1_1
18201_1_1_1	18201_1_1_1
18228_1_1_1	18228_1_1_1
18284_1_1_1	18284_1_1_1
18288_1_1_1	18288_1_1_1
18289_1_1_1	18289_1_1_1
18317_1_1_1	18317_1_1_1
18329_1_1_1	18329_1_1_1
18333_1_1_1	18333_1_1_1
18333_1_1_1	18321_1_1_1
18347_1_1_1	18347_1_1_1
18347_1_1_1	11537_1_1_1
18347_1_1_1	6849_1_1_1
18349_1_1_1	18349_1_1_1
18385_1_1_1	18385_1_1_1
18386_1_1_1	18386_1_1_1
18390_1_1_1	18390_1_1_1
1839_1_1_1	1839_1_1_1
18410_1_1_1	18410_1_1_1
18416_1_1_1	18416_1_1_1
18419_1_1_1	18419_1_1_1
18428_1_1_1	18428_1_1_1
18432_1_1_1	18432_1_1_1
18435_1_1_1	18435_1_1_1
18435_1_1_1	51797_1_1_1
18445_1_1_1	18445_1_1_1
18459_1_1_1	18459_1_1_1
18471_1_1_1	18471_1_1_1
18474_1_1_1	18474_1_1_1
18475_1_1_1	18475_1_1_1
18477_1_1_1	18477_1_1_1
18484_1_1_1	18484_1_1_1
18494_1_1_1	18494_1_1_1
18507_1_1_1	18507_1_1_1
18522_1_1_1	18522_1_1_1
18528_1_1_1	18528_1_1_1
18547_1_1_1	18547_1_1_1
18552_1_1_1	18552_1_1_1
18553_1_1_1	18553_1_1_1
18587_1_1_1	18587_1_1_1
18590_1_1_1	18590_1_1_1
18605_1_1_1	18605_1_1_1
18614_1_1_1	18614_1_1_1
18635_1_1_1	18635_1_1_1
18663_1_1_1	18663_1_1_1
18693_1_1_1	18693_1_1_1
26852_1_1_1	26852_1_1_1
26880_1_1_1	26880_1_1_1
26880_1_1_1	17332_1_1_1
26888_1_1_1	26888_1_1_1
26892_1_1_1	26892_1_1_1
26902_1_1_1	26902_1_1_1
26903_1_1_1	26903_1_1_1
26903_1_1_1	26905_1_1_1
26904_1_1_1	26904_1_1_1
26921_1_1_1	26921_1_1_1
26935_1_1_1	26935_1_1_1
26949_1_1_1	26949_1_1_1
26720_1_1_1	26720_1_1_1
26775_1_1_1	26775_1_1_1
26775_1_1_1	15194_1_1_1
26786_1_1_1	26786_1_1_1
26786_1_1_1	26762_1_1_1
26788_1_1_1	26788_1_1_1
26793_1_1_1	26793_1_1_1
26804_1_1_1	26804_1_1_1
26820_1_1_1	26820_1_1_1
26825_2_1_1	26825_2_1_1
26841_1_1_1	26841_1_1_1
26850_2_1_1	26850_2_1_1
28086_1_1_1	28086_1_1_1
28087_1_1_1	28087_1_1_1
28088_1_1_1	28088_1_1_1
28089_1_1_1	28089_1_1_1
28091_1_1_1	28091_1_1_1
28098_1_1_1	28098_1_1_1
28100_1_1_1	28100_1_1_1
28111_1_1_1	28111_1_1_1
28116_1_1_1	28116_1_1_1
28121_1_1_1	28121_1_1_1
17777_1_1_1	17777_1_1_1
17768_1_1_1	17768_1_1_1
34235_1_1_1	34235_1_1_1
30469_1_1_1	30469_1_1_1
30469_1_1_1	10085_1_1_1
26063_1_1_1	26063_1_1_1
18292_1_1_1	18292_1_1_1
15997_1_1_1	15997_1_1_1
17405_1_1_1	17405_1_1_1
15925_1_1_1	15925_1_1_1
17149_1_1_1	17149_1_1_1
17149_1_1_1	26954_1_1_1
17149_1_1_1	26955_1_1_1
17149_1_1_1	3433_1_1_1
17149_1_1_1	27327_1_1_1
17149_1_1_1	19590_1_1_1
17149_1_1_1	4888_1_1_1
34761_1_1_1	34761_1_1_1
18235_1_1_1	18235_1_1_1
50167_1_1_1	50167_1_1_1
50167_1_1_1	52635_1_1_1
50167_1_1_1	51997_1_1_1
50167_1_1_1	52065_1_1_1
50167_1_1_1	52091_1_1_1
50167_1_1_1	52098_1_1_1
50167_1_1_1	52286_1_1_1
50167_1_1_1	52762_1_1_1
50167_1_1_1	52763_1_1_1
27405_1_1_1	27405_1_1_1
27405_1_1_1	30457_1_1_1
27405_1_1_1	53239_1_1_1
27405_1_1_1	53240_1_1_1
27405_1_1_1	53241_1_1_1
34586_1_1_1	34586_1_1_1
50300_1_1_1	50300_1_1_1
16618_1_1_1	16618_1_1_1
16618_1_1_1	53303_1_1_1
16618_1_1_1	50169_1_1_1
19392_1_1_1	19392_1_1_1
18753_1_1_1	18753_1_1_1
18613_1_1_1	18613_1_1_1
18613_1_1_1	52671_1_1_1
11244_1_1_1	11244_1_1_1
26631_1_1_1	26631_1_1_1
10025_1_1_1	10025_1_1_1
26034_1_1_1	26034_1_1_1
15828_1_1_1	15828_1_1_1
17909_1_1_1	17909_1_1_1
51503_1_1_1	51503_1_1_1
25801_1_1_1	25801_1_1_1
52017_1_1_1	52017_1_1_1
52017_1_1_1	52018_2_2_1
52017_1_1_1	25616_1_1_1
52017_1_1_1	25623_1_1_1
27851_1_1_1	27851_1_1_1
15150_1_1_1	15150_1_1_1
11525_1_1_1	11525_1_1_1
15548_1_1_1	15548_1_1_1
15548_1_1_1	4827_1_1_1
15548_1_1_1	4828_1_1_1
25515_1_1_1	25515_1_1_1
25515_1_1_1	25514_1_1_1
18411_1_1_1	18411_1_1_1
15530_1_1_1	15530_1_1_1
25792_1_1_1	25792_1_1_1
15863_1_1_1	15863_1_1_1
15863_1_1_1	17765_1_1_1
25380_1_1_1	25380_1_1_1
30559_1_1_1	30559_1_1_1
51849_1_1_1	51849_1_1_1
15007_1_1_1	15007_1_1_1
15007_1_1_1	4437_1_1_1
15007_1_1_1	19233_1_1_1
34453_1_1_1	34453_1_1_1
34453_1_1_1	30598_1_1_1
34453_1_1_1	2283_1_1_1
34453_1_1_1	4853_1_1_1
34453_1_1_1	7330_1_1_1
34453_1_1_1	34771_1_1_1
34453_1_1_1	17988_1_1_1
34453_1_1_1	34078_1_1_1
16848_1_1_1	16848_1_1_1
25289_1_1_1	25289_1_1_1
25289_1_1_1	34396_1_1_1
25289_1_1_1	17159_1_1_1
25289_1_1_1	26680_1_1_1
25289_1_1_1	18052_1_1_1
18604_1_1_1	18604_1_1_1
18346_1_1_1	18346_1_1_1
27467_1_1_1	27467_1_1_1
18691_1_1_1	18691_1_1_1
27945_1_1_1	27945_1_1_1
27945_1_1_1	19271_1_1_1
27945_1_1_1	4186_1_1_1
19757_1_1_1	19757_1_1_1
19757_1_1_1	19758_1_1_1
52730_1_1_1	52730_1_1_1
25428_1_1_1	25428_1_1_1
19220_1_1_1	19220_1_1_1
25449_1_1_1	25449_1_1_1
30321_1_1_1	30321_1_1_1
11129_1_1_1	11129_1_1_1
11129_1_1_1	17192_1_1_1
10271_1_1_1	10271_1_1_1
11113_1_1_1	11113_1_1_1
11137_1_1_1	11137_1_1_1
18375_1_1_1	18375_1_1_1
18124_1_1_1	18124_1_1_1
19581_1_1_1	19581_1_1_1
25020_1_1_1	25020_1_1_1
25020_1_1_1	17822_1_1_1
