cluster_repr	member	best_repr	member_quality	best_repr_quality	quality_diff_vs_mmseqs	member_tier	member_ID	n_bb_pos	n_bb_types	max_potenci_off	max_lacs_off
11042_1_1_1	11042_1_1_1	11042_1_1_1	4000609.0	4000609.0	0.0	strict	11042_1_1_1	87.0	7.0	0.0	0.61
11057_1_1_1	11057_1_1_1	11057_1_1_1	4000904.101553515	4000904.101553515	0.0	strict	11057_1_1_1	151.0	6.0	1.8984464844	0.66
11060_1_1_1	11060_1_1_1	11060_1_1_1	4000666.0	4000666.0	0.0	strict	11060_1_1_1	111.0	6.0	0.0	1.29
11065_1_1_1	11065_1_1_1	11065_1_1_1	4000749.0	4000749.0	0.0	strict	11065_1_1_1	107.0	7.0	0.0	0.41
11075_1_1_1	11075_1_1_1	11075_1_1_1	4000456.0	4000456.0	0.0	strict	11075_1_1_1	76.0	6.0	0.0	1.08
11077_1_1_1	11077_1_1_1	11077_1_1_1	4000558.0	4000558.0	0.0	strict	11077_1_1_1	93.0	6.0	0.0	3.11
11083_1_1_1	11083_1_1_1	11083_1_1_1	4001134.0	4001134.0	0.0	strict	11083_1_1_1	162.0	7.0	0.0	0.42
11088_1_1_1	11088_1_1_1	11088_1_1_1	4000735.0	4000735.0	0.0	strict	11088_1_1_1	105.0	7.0	0.0	0.49
11089_1_1_1	11089_1_1_1	11089_1_1_1	4000784.0	4000784.0	0.0	strict	11089_1_1_1	112.0	7.0	0.0	0.82
11091_1_1_1	11091_1_1_1	11091_1_1_1	4000742.0	4000742.0	0.0	strict	11091_1_1_1	106.0	7.0	0.0	1.72
11092_1_1_1	11092_1_1_1	11092_1_1_1	4000651.0	4000651.0	0.0	strict	11092_1_1_1	93.0	7.0	0.0	0.79
11096_1_1_1	11096_1_1_1	11096_1_1_1	4000735.0	4000735.0	0.0	strict	11096_1_1_1	105.0	7.0	0.0	0.53
11098_1_1_1	11098_1_1_1	11098_1_1_1	4000763.0	4000763.0	0.0	strict	11098_1_1_1	109.0	7.0	0.0	0.78
11099_1_1_1	11099_1_1_1	11099_1_1_1	4000742.0	4000742.0	0.0	strict	11099_1_1_1	106.0	7.0	0.0	0.3
11103_1_1_1	11103_1_1_1	11103_1_1_1	4000700.0	4000700.0	0.0	strict	11103_1_1_1	100.0	7.0	0.0	1.39
11104_1_1_1	11101_1_1_1	11101_1_1_1	4000966.0	4000966.0	0.0	strict	11101_1_1_1	138.0	7.0	0.0	1.67
11104_1_1_1	11104_1_1_1	11101_1_1_1	4000791.0	4000966.0	175.0	strict	11104_1_1_1	113.0	7.0	0.0	0.45
11105_1_1_1	11105_1_1_1	11105_1_1_1	4000917.0	4000917.0	0.0	strict	11105_1_1_1	131.0	7.0	0.0	0.64
11107_1_1_1	11107_1_1_1	11107_1_1_1	4000791.0	4000791.0	0.0	strict	11107_1_1_1	113.0	7.0	0.0	1.29
11110_1_1_1	11110_1_1_1	11110_1_1_1	4000693.0	4000693.0	0.0	strict	11110_1_1_1	99.0	7.0	0.0	0.8
11113_1_1_1	11113_1_1_1	11113_1_1_1	4000854.0	4000854.0	0.0	strict	11113_1_1_1	122.0	7.0	0.0	0.55
11114_1_1_1	11114_1_1_1	11114_1_1_1	4000798.0	4000798.0	0.0	strict	11114_1_1_1	114.0	7.0	0.0	1.51
11118_1_1_1	11118_1_1_1	11118_1_1_1	4000728.0	4000728.0	0.0	strict	11118_1_1_1	104.0	7.0	0.0	0.59
11122_1_1_1	11122_1_1_1	11122_1_1_1	4000965.127131021	4000965.127131021	0.0	strict	11122_1_1_1	138.0	7.0	0.8728689787	0.15
11124_1_1_1	11124_1_1_1	11124_1_1_1	4000882.0	4000882.0	0.0	strict	11124_1_1_1	126.0	7.0	0.0	2.26
11125_1_1_1	11125_1_1_1	11125_1_1_1	4000686.0	4000686.0	0.0	strict	11125_1_1_1	98.0	7.0	0.0	2.96
11127_1_1_1	11127_1_1_1	11127_1_1_1	4000798.0	4000798.0	0.0	strict	11127_1_1_1	114.0	7.0	0.0	2.9
11128_1_1_1	11128_1_1_1	11128_1_1_1	4000784.0	4000784.0	0.0	strict	11128_1_1_1	112.0	7.0	0.0	2.77
11129_1_1_1	11129_1_1_1	11129_1_1_1	4000812.0	4000812.0	0.0	strict	11129_1_1_1	116.0	7.0	0.0	2.28
11135_1_1_1	11135_1_1_1	11135_1_1_1	4000602.0	4000602.0	0.0	strict	11135_1_1_1	86.0	7.0	0.0	2.34
11137_1_1_1	11137_1_1_1	11137_1_1_1	4000630.0	4000630.0	0.0	strict	11137_1_1_1	90.0	7.0	0.0	2.11
11138_1_1_1	11138_1_1_1	11138_1_1_1	4000630.0	4000630.0	0.0	strict	11138_1_1_1	90.0	7.0	0.0	2.29
11141_1_1_1	11141_1_1_1	11141_1_1_1	4000959.0	4000959.0	0.0	strict	11141_1_1_1	137.0	7.0	0.0	2.29
11144_1_1_1	11144_1_1_1	11144_1_1_1	4000635.7322950526	4000635.7322950526	0.0	strict	11144_1_1_1	91.0	7.0	1.2677049476	0.15
11145_1_1_1	11145_1_1_1	11145_1_1_1	4000777.0	4000777.0	0.0	strict	11145_1_1_1	111.0	7.0	0.0	2.83
11148_1_1_1	11148_1_1_1	11148_1_1_1	4000784.0	4000784.0	0.0	strict	11148_1_1_1	112.0	7.0	0.0	2.95
11154_1_1_1	11154_1_1_1	11154_1_1_1	4000434.0	4000434.0	0.0	strict	11154_1_1_1	62.0	7.0	0.0	0.7
11158_1_1_1	11158_1_1_1	11158_1_1_1	4000504.0	4000504.0	0.0	strict	11158_1_1_1	72.0	7.0	0.0	0.33
11160_1_1_1	11160_1_1_1	11160_1_1_1	4000572.6682190113	4000572.6682190113	0.0	strict	11160_1_1_1	82.0	7.0	1.3317809889	0.14
11175_1_1_1	11175_1_1_1	11175_1_1_1	4001128.0	4001128.0	0.0	strict	11175_1_1_1	188.0	6.0	0.0	2.46
11182_1_1_1	11182_1_1_1	11182_1_1_1	4000819.0	4000819.0	0.0	strict	11182_1_1_1	117.0	7.0	0.0	1.19
11214_1_1_1	11214_1_1_1	11214_1_1_1	4000511.0	4000511.0	0.0	strict	11214_1_1_1	73.0	7.0	0.0	2.92
11229_1_1_1	11229_1_1_1	11229_1_1_1	4000686.0	4000686.0	0.0	strict	11229_1_1_1	98.0	7.0	0.0	2.63
11231_1_1_1	11231_1_1_1	11231_1_1_1	4000672.0	4000672.0	0.0	strict	11231_1_1_1	96.0	7.0	0.0	1.43
11232_1_1_1	11232_1_1_1	11232_1_1_1	4000742.0	4000742.0	0.0	strict	11232_1_1_1	106.0	7.0	0.0	1.58
11244_1_1_1	11244_1_1_1	11244_1_1_1	4000385.0	4000385.0	0.0	strict	11244_1_1_1	55.0	7.0	0.0	0.58
11246_1_1_1	11246_1_1_1	11246_1_1_1	4000826.0	4000826.0	0.0	strict	11246_1_1_1	118.0	7.0	0.0	1.56
11247_1_1_1	11247_1_1_1	11247_1_1_1	4000966.0	4000966.0	0.0	strict	11247_1_1_1	138.0	7.0	0.0	1.68
11250_1_1_1	11250_1_1_1	11250_1_1_1	4000432.0	4000432.0	0.0	strict	11250_1_1_1	72.0	6.0	0.0	1.81
11254_1_1_1	11254_1_1_1	11254_1_1_1	4000650.1369170984	4000650.1369170984	0.0	strict	11254_1_1_1	93.0	7.0	0.8630829016	1.0
11255_1_1_1	11255_1_1_1	11255_1_1_1	4000812.0	4000812.0	0.0	strict	11255_1_1_1	116.0	7.0	0.0	2.32
11258_1_1_1	11258_1_1_1	11258_1_1_1	4000707.0	4000707.0	0.0	strict	11258_1_1_1	101.0	7.0	0.0	0.94
11260_1_1_1	11260_1_1_1	11260_1_1_1	4000385.0	4000385.0	0.0	strict	11260_1_1_1	55.0	7.0	0.0	0.42
11262_1_1_1	11262_1_1_1	11262_1_1_1	4000581.0	4000581.0	0.0	strict	11262_1_1_1	83.0	7.0	0.0	1.98
11263_1_1_1	11263_1_1_1	11263_1_1_1	4000539.0	4000539.0	0.0	strict	11263_1_1_1	77.0	7.0	0.0	1.36
11264_1_1_1	11264_1_1_1	11264_1_1_1	4000721.0	4000721.0	0.0	strict	11264_1_1_1	103.0	7.0	0.0	0.27
11265_1_1_1	11265_1_1_1	11265_1_1_1	4000546.0	4000546.0	0.0	strict	11265_1_1_1	78.0	7.0	0.0	1.04
11266_1_1_1	11266_1_1_1	11266_1_1_1	4000553.0	4000553.0	0.0	strict	11266_1_1_1	79.0	7.0	0.0	0.61
11268_1_1_1	11268_1_1_1	11268_1_1_1	4000707.0	4000707.0	0.0	strict	11268_1_1_1	101.0	7.0	0.0	1.17
11271_1_1_1	11271_1_1_1	11271_1_1_1	4000322.0	4000322.0	0.0	strict	11271_1_1_1	46.0	7.0	0.0	0.93
11272_1_1_1	11272_1_1_1	11272_1_1_1	4000581.0	4000581.0	0.0	strict	11272_1_1_1	83.0	7.0	0.0	0.37
11273_1_1_1	11273_1_1_1	11273_1_1_1	4000364.0	4000364.0	0.0	strict	11273_1_1_1	52.0	7.0	0.0	0.53
11274_1_1_1	11274_1_1_1	11274_1_1_1	4000420.0	4000420.0	0.0	strict	11274_1_1_1	60.0	7.0	0.0	0.69
11278_1_1_1	11278_1_1_1	11278_1_1_1	4000455.0	4000455.0	0.0	strict	11278_1_1_1	65.0	7.0	0.0	0.47
11279_1_1_1	11279_1_1_1	11279_1_1_1	4000525.0	4000525.0	0.0	strict	11279_1_1_1	75.0	7.0	0.0	0.62
11280_1_1_1	11280_1_1_1	11280_1_1_1	4000567.0	4000567.0	0.0	strict	11280_1_1_1	81.0	7.0	0.0	0.69
11281_1_1_1	11281_1_1_1	11281_1_1_1	4000698.284698308	4000698.284698308	0.0	strict	11281_1_1_1	100.0	7.0	1.715301692	0.42
11282_1_1_1	11282_1_1_1	11282_1_1_1	4000371.0	4000371.0	0.0	strict	11282_1_1_1	53.0	7.0	0.0	0.36
11283_1_1_1	11283_1_1_1	11283_1_1_1	4000614.41337023	4000614.41337023	0.0	strict	11283_1_1_1	88.0	7.0	1.5866297704	0.7
11284_1_1_1	11284_1_1_1	11284_1_1_1	4000420.0	4000420.0	0.0	strict	11284_1_1_1	60.0	7.0	0.0	0.33
11285_1_1_1	11285_1_1_1	11285_1_1_1	4000595.0	4000595.0	0.0	strict	11285_1_1_1	85.0	7.0	0.0	0.25
11290_1_1_1	11290_1_1_1	11290_1_1_1	4000679.0	4000679.0	0.0	strict	11290_1_1_1	97.0	7.0	0.0	0.54
11291_1_1_1	11291_1_1_1	11291_1_1_1	4000707.0	4000707.0	0.0	strict	11291_1_1_1	101.0	7.0	0.0	0.82
11295_1_1_1	11295_1_1_1	11295_1_1_1	4000980.0	4000980.0	0.0	strict	11295_1_1_1	140.0	7.0	0.0	1.63
11297_1_1_1	11297_1_1_1	11297_1_1_1	4000411.6574672046	4000411.6574672046	0.0	strict	11297_1_1_1	59.0	7.0	1.3425327952	0.98
11301_1_1_1	11301_1_1_1	11301_1_1_1	4000371.0	4000371.0	0.0	strict	11301_1_1_1	53.0	7.0	0.0	0.71
11304_1_1_1	11304_1_1_1	11304_1_1_1	4000777.0	4000777.0	0.0	strict	11304_1_1_1	111.0	7.0	0.0	0.7
11311_1_1_1	11311_1_1_1	11311_1_1_1	4000980.0	4000980.0	0.0	strict	11311_1_1_1	140.0	7.0	0.0	0.59
11320_1_1_1	11320_1_1_1	11320_1_1_1	4000735.0	4000735.0	0.0	strict	11320_1_1_1	105.0	7.0	0.0	1.38
11330_1_1_1	7351_1_1_1	7351_1_1_1	4001013.6030036905	4001013.6030036905	0.0	strict	7351_1_1_1	145.0	7.0	1.3969963095	2.59
11330_1_1_1	11330_1_1_1	7351_1_1_1	4000973.0	4001013.6030036905	40.60300369048491	strict	11330_1_1_1	139.0	7.0	0.0	0.76
11334_1_1_1	11334_1_1_1	11334_1_1_1	4000756.0	4000756.0	0.0	strict	11334_1_1_1	108.0	7.0	0.0	0.19
11346_1_1_1	11346_1_1_1	11346_1_1_1	4000301.0	4000301.0	0.0	strict	11346_1_1_1	43.0	7.0	0.0	1.4
11348_1_1_1	11348_1_1_1	11348_1_1_1	4001155.0	4001155.0	0.0	strict	11348_1_1_1	165.0	7.0	0.0	0.77
11351_1_1_1	11351_1_1_1	11351_1_1_1	4001127.0	4001127.0	0.0	strict	11351_1_1_1	161.0	7.0	0.0	0.58
11370_1_1_1	19063_1_1_1	19063_1_1_1	4000430.0	4000430.0	0.0	strict	19063_1_1_1	86.0	5.0	0.0	10.23
11370_1_1_1	11370_1_1_1	19063_1_1_1	4000420.0	4000430.0	10.0	strict	11370_1_1_1	84.0	5.0	0.0	0.52
11397_1_1_1	11397_1_1_1	11397_1_1_1	4000686.0	4000686.0	0.0	strict	11397_1_1_1	98.0	7.0	0.0	0.62
11399_1_1_1	34766_1_1_1	34766_1_1_1	4000831.066064294	4000831.066064294	0.0	strict	34766_1_1_1	119.0	7.0	1.933935706	0.62
11399_1_1_1	11399_1_1_1	34766_1_1_1	4000637.0	4000831.066064294	194.06606429396197	strict	11399_1_1_1	91.0	7.0	0.0	0.39
11402_1_1_1	11402_1_1_1	11402_1_1_1	4000434.0	4000434.0	0.0	strict	11402_1_1_1	62.0	7.0	0.0	1.54
11417_1_1_1	11417_1_1_1	11417_1_1_1	4000594.4542977703	4000594.4542977703	0.0	strict	11417_1_1_1	85.0	7.0	0.5457022292	0.46
11428_1_1_1	11428_1_1_1	11428_1_1_1	4000388.0	4000388.0	0.0	strict	11428_1_1_1	97.0	4.0	0.0	0.0
11451_1_1_1	11451_1_1_1	11451_1_1_1	4000972.0	4000972.0	0.0	strict	11451_1_1_1	162.0	6.0	0.0	1.25
11453_1_1_1	11453_1_1_1	11453_1_1_1	4000252.0	4000252.0	0.0	strict	11453_1_1_1	63.0	4.0	0.0	1.19
11456_1_1_1	11456_1_1_1	11456_1_1_1	4000623.0	4000623.0	0.0	strict	11456_1_1_1	89.0	7.0	0.0	1.45
11458_1_1_1	11458_1_1_1	11458_1_1_1	4000609.0	4000609.0	0.0	strict	11458_1_1_1	87.0	7.0	0.0	0.51
11490_1_1_1	11490_1_1_1	11490_1_1_1	4000822.0	4000822.0	0.0	strict	11490_1_1_1	137.0	6.0	0.0	2.56
11490_1_1_1	11495_1_1_1	11490_1_1_1	4000804.0	4000822.0	18.0	strict	11495_1_1_1	134.0	6.0	0.0	1.69
11507_1_1_1	11507_1_1_1	11507_1_1_1	4001078.0	4001078.0	0.0	strict	11507_1_1_1	154.0	7.0	0.0	0.71
11511_1_1_1	11511_1_1_1	11511_1_1_1	4000408.2114379583	4000408.2114379583	0.0	strict	11511_1_1_1	82.0	5.0	1.7885620414	1.15
11516_1_1_1	11516_1_1_1	11516_1_1_1	4000966.0	4000966.0	0.0	strict	11516_1_1_1	138.0	7.0	0.0	1.33
11525_1_1_1	11525_1_1_1	11525_1_1_1	4000672.0	4000672.0	0.0	strict	11525_1_1_1	96.0	7.0	0.0	0.15
11527_1_1_1	11527_1_1_1	11527_1_1_1	4000495.0	4000495.0	0.0	strict	11527_1_1_1	99.0	5.0	0.0	2.5
11532_1_1_1	11532_1_1_1	11532_1_1_1	4000588.0	4000588.0	0.0	strict	11532_1_1_1	84.0	7.0	0.0	1.05
11555_1_1_1	11555_1_1_1	11555_1_1_1	4000469.0	4000469.0	0.0	strict	11555_1_1_1	67.0	7.0	0.0	1.0
11561_1_1_1	11561_1_1_1	11561_1_1_1	4000826.0	4000826.0	0.0	strict	11561_1_1_1	118.0	7.0	0.0	0.4
11572_1_1_1	11142_1_1_1	11142_1_1_1	4000819.0	4000819.0	0.0	strict	11142_1_1_1	117.0	7.0	0.0	2.82
11572_1_1_1	11572_1_1_1	11142_1_1_1	4000684.0	4000819.0	135.0	strict	11572_1_1_1	114.0	6.0	0.0	0.81
11573_1_1_1	11573_1_1_1	11573_1_1_1	4000749.0	4000749.0	0.0	strict	11573_1_1_1	107.0	7.0	0.0	0.8
11595_1_1_1	11595_1_1_1	11595_1_1_1	4000360.0	4000360.0	0.0	strict	11595_1_1_1	60.0	6.0	0.0	0.36
12010_1_1_1	12010_1_1_1	12010_1_1_1	4000485.0	4000485.0	0.0	strict	12010_1_1_1	97.0	5.0	0.0	0.17
12032_1_1_1	51403_1_1_1	51403_1_1_1	4000882.0	4000882.0	0.0	strict	51403_1_1_1	126.0	7.0	0.0	0.35
12032_1_1_1	51404_1_1_1	51403_1_1_1	4000875.0	4000882.0	7.0	strict	51404_1_1_1	125.0	7.0	0.0	0.32
12032_1_1_1	12032_1_1_1	51403_1_1_1	4000805.0	4000882.0	77.0	strict	12032_1_1_1	115.0	7.0	0.0	0.4
12032_1_1_1	27539_1_1_1	51403_1_1_1	4000392.0	4000882.0	490.0	strict	27539_1_1_1	98.0	4.0	0.0	0.43
12040_1_1_1	12040_1_1_1	12040_1_1_1	4001160.0	4001160.0	0.0	strict	12040_1_1_1	232.0	5.0	0.0	0.58
15007_1_1_1	15007_1_1_1	15007_1_1_1	4000616.0	4000616.0	0.0	strict	15007_1_1_1	88.0	7.0	0.0	1.14
15011_1_1_1	15008_1_1_1	15008_1_1_1	4000896.0	4000896.0	0.0	strict	15008_1_1_1	128.0	7.0	0.0	1.92
15011_1_1_1	15011_1_1_1	15008_1_1_1	4000889.0	4000896.0	7.0	strict	15011_1_1_1	127.0	7.0	0.0	1.96
15011_1_1_1	15010_1_1_1	15008_1_1_1	4000882.0	4000896.0	14.0	strict	15010_1_1_1	126.0	7.0	0.0	2.35
15011_1_1_1	15009_1_1_1	15008_1_1_1	4000882.0	4000896.0	14.0	strict	15009_1_1_1	126.0	7.0	0.0	2.03
15036_1_1_1	15036_1_1_1	15036_1_1_1	4000665.0	4000665.0	0.0	strict	15036_1_1_1	95.0	7.0	0.0	1.04
15038_1_1_1	15038_1_1_1	15038_1_1_1	4000882.0	4000882.0	0.0	strict	15038_1_1_1	126.0	7.0	0.0	1.22
15046_1_1_1	15046_1_1_1	15046_1_1_1	4000700.0	4000700.0	0.0	strict	15046_1_1_1	100.0	7.0	0.0	2.97
15057_1_1_1	15057_1_1_1	15057_1_1_1	4000749.0	4000749.0	0.0	strict	15057_1_1_1	107.0	7.0	0.0	0.25
15071_1_1_1	15070_1_1_1	15070_1_1_1	4001025.0	4001025.0	0.0	strict	15070_1_1_1	205.0	5.0	0.0	2.78
15071_1_1_1	15071_1_1_1	15070_1_1_1	4000985.0	4001025.0	40.0	strict	15071_1_1_1	197.0	5.0	0.0	2.66
15087_1_1_1	15087_1_1_1	15087_1_1_1	4000320.0	4000320.0	0.0	strict	15087_1_1_1	80.0	4.0	0.0	0.0
15091_1_1_1	15091_1_1_1	15091_1_1_1	4001272.0	4001272.0	0.0	strict	15091_1_1_1	212.0	6.0	0.0	1.76
15091_1_1_1	15093_1_1_1	15091_1_1_1	4000938.0367141487	4001272.0	333.9632858512923	strict	15093_1_1_1	235.0	4.0	1.9632858512	1.38
15094_1_1_1	15094_1_1_1	15094_1_1_1	4000770.0	4000770.0	0.0	strict	15094_1_1_1	110.0	7.0	0.0	1.25
15101_1_1_1	15190_1_1_1	15190_1_1_1	4000616.0	4000616.0	0.0	strict	15190_1_1_1	88.0	7.0	0.0	3.12
15101_1_1_1	15101_1_1_1	15190_1_1_1	4000498.0	4000616.0	118.0	strict	15101_1_1_1	83.0	6.0	0.0	2.07
15132_1_1_1	15132_1_1_1	15132_1_1_1	4000700.0	4000700.0	0.0	strict	15132_1_1_1	100.0	7.0	0.0	1.87
15134_1_1_1	15134_1_1_1	15134_1_1_1	4000679.0	4000679.0	0.0	strict	15134_1_1_1	97.0	7.0	0.0	2.4
15137_1_1_1	16555_1_1_1	16555_1_1_1	4000516.0	4000516.0	0.0	strict	16555_1_1_1	86.0	6.0	0.0	0.84
15137_1_1_1	15137_1_1_1	16555_1_1_1	4000324.0	4000516.0	192.0	strict	15137_1_1_1	81.0	4.0	0.0	0.0
15139_1_1_1	15139_1_1_1	15139_1_1_1	4000763.0	4000763.0	0.0	strict	15139_1_1_1	109.0	7.0	0.0	0.74
