dataset_a,dataset_b,comparison_level,protein_id_a,protein_id_b,sequence_length,n_residues_compared,match_mode,percent_identity,query_coverage,target_coverage,alignment_length
trizod,softdis,mmseqs_100,51255_1_1_1,7soo_A,99,88,mmseqs,100.000000,1.000000,1.000000,99
trizod,softdis,mmseqs_100,11055_1_1_1,2aoa_A,100,93,mmseqs,100.000000,0.940000,0.949495,94
trizod,softdis,mmseqs_100,17550_1_1_1,2yhn_A,79,77,mmseqs,100.000000,1.000000,1.000000,79
trizod,softdis,mmseqs_100,17808_1_1_1,3t6r_A,69,66,mmseqs,100.000000,0.956522,0.916667,66
trizod,softdis,mmseqs_100,30556_1_1_1,6pce_A,81,68,mmseqs,100.000000,0.864198,1.000000,70
trizod,softdis,mmseqs_100,27424_2_2_1,4w4m_A,74,72,mmseqs,100.000000,1.000000,0.948718,74
trizod,softdis,mmseqs_100,16468_1_1_1,4fz0_M,41,39,mmseqs,100.000000,0.975610,1.000000,40
trizod,softdis,mmseqs_100,17793_1_1_1,2wk3_C,42,40,mmseqs,100.000000,1.000000,1.000000,42
trizod,softdis,mmseqs_100,30755_1_1_1,5wob_a,21,19,mmseqs,100.000000,0.952381,1.000000,20
trizod,softdis,mmseqs_98,15726_1_1_1,2von_A,197,190,mmseqs,100.000000,0.969543,0.989637,191
trizod,softdis,mmseqs_98,15197_1_1_1,3ox5_A,167,151,mmseqs,100.000000,0.910180,0.993464,152
trizod,softdis,mmseqs_98,19214_1_1_1,6upp_A,165,145,mmseqs,100.000000,0.909091,1.000000,150
trizod,softdis,mmseqs_98,50392_1_1_1,9fz4_A,151,131,mmseqs,100.000000,0.867550,1.000000,131
trizod,softdis,mmseqs_98,18761_1_1_1,3dxe_C,140,133,mmseqs,100.000000,1.000000,1.000000,140
trizod,softdis,mmseqs_98,15760_1_1_1,2vzc_A,129,127,mmseqs,100.000000,1.000000,0.984733,129
trizod,softdis,mmseqs_98,18142_1_1_1,4lk9_A,110,106,mmseqs,100.000000,1.000000,0.808824,110
trizod,softdis,mmseqs_98,27540_1_1_1,8g26_C,117,115,mmseqs,100.000000,1.000000,1.000000,117
trizod,softdis,mmseqs_98,15813_1_1_1,1oms_C,117,115,mmseqs,100.000000,1.000000,0.966942,117
trizod,softdis,mmseqs_98,15094_1_1_1,1naq_A,112,110,mmseqs,100.000000,1.000000,1.000000,112
trizod,softdis,mmseqs_98,50368_1_1_1,6gbg_D,108,106,mmseqs,100.000000,0.990741,0.930435,107
trizod,softdis,mmseqs_98,16741_1_1_1,1bxa_A,106,104,mmseqs,100.000000,0.990566,1.000000,105
trizod,softdis,mmseqs_98,19943_1_1_1,5hbl_A,108,106,mmseqs,100.000000,1.000000,0.850394,108
trizod,softdis,mmseqs_98,16353_1_1_1,6kc4_A,116,100,mmseqs,100.000000,0.862069,0.980392,100
trizod,softdis,mmseqs_98,25305_1_1_1,2wwk_T,101,95,mmseqs,100.000000,0.990099,0.980392,100
trizod,softdis,mmseqs_98,11471_1_2_2,1aue_A,94,92,mmseqs,100.000000,1.000000,0.940000,94
trizod,softdis,mmseqs_98,51255_1_1_1,7soo_A,99,88,mmseqs,100.000000,1.000000,1.000000,99
trizod,softdis,mmseqs_98,11055_1_1_1,2aoa_A,100,93,mmseqs,100.000000,0.940000,0.949495,94
trizod,softdis,mmseqs_98,17550_1_1_1,2yhn_A,79,77,mmseqs,100.000000,1.000000,1.000000,79
trizod,softdis,mmseqs_98,17808_1_1_1,3t6r_A,69,66,mmseqs,100.000000,0.956522,0.916667,66
trizod,softdis,mmseqs_98,30556_1_1_1,6pce_A,81,68,mmseqs,100.000000,0.864198,1.000000,70
trizod,softdis,mmseqs_98,27424_2_2_1,4w4m_A,74,72,mmseqs,100.000000,1.000000,0.948718,74
trizod,softdis,mmseqs_98,16468_1_1_1,4fz0_M,41,39,mmseqs,100.000000,0.975610,1.000000,40
trizod,softdis,mmseqs_98,17793_1_1_1,2wk3_C,42,40,mmseqs,100.000000,1.000000,1.000000,42
trizod,softdis,mmseqs_98,30755_1_1_1,5wob_a,21,19,mmseqs,100.000000,0.952381,1.000000,20
trizod,softdis,mmseqs_98,17602_1_1_1,3rsm_A,463,442,mmseqs,99.700000,1.000000,1.000000,463
trizod,softdis,mmseqs_98,26532_1_1_1,4s04_A,231,215,mmseqs,99.500000,1.000000,1.000000,232
trizod,softdis,mmseqs_98,28103_1_1_1,5vyo_A,200,198,mmseqs,99.500000,1.000000,1.000000,200
trizod,softdis,mmseqs_98,25728_1_1_1,1qfv_B,173,167,mmseqs,99.400000,0.988439,0.977143,171
trizod,softdis,mmseqs_98,30246_1_1_1,5ii7_A,135,131,mmseqs,99.200000,1.000000,0.978261,135
trizod,softdis,mmseqs_98,50650_1_1_1,4ahe_A,123,120,mmseqs,99.100000,1.000000,1.000000,123
trizod,softdis,mmseqs_98,15011_1_1_1,3q15_C,132,123,mmseqs,99.100000,0.939394,0.984127,124
trizod,softdis,mmseqs_98,26752_1_1_1,5d8e_A,128,109,mmseqs,99.000000,0.851562,0.947826,109
trizod,softdis,mmseqs_98,28074_1_1_1,3tkz_A,107,104,mmseqs,99.000000,0.981308,0.963303,105
trizod,softdis,mmseqs_98,50524_1_1_1,8yd8_J,185,172,mmseqs,98.800000,0.929730,0.950276,172
trizod,softdis,mmseqs_98,28028_1_1_1,5tte_E,154,152,mmseqs,98.700000,1.000000,0.922156,154
trizod,softdis,mmseqs_98,34379_1_1_1,1t2o_A,148,145,mmseqs,98.600000,0.986486,1.000000,146
trizod,softdis,mmseqs_98,11075_1_1_1,5lb7_B,78,73,mmseqs,98.600000,0.948718,0.925000,74
trizod,softdis,mmseqs_98,19824_1_1_1,1wwa_X,107,101,mmseqs,98.000000,0.953271,0.935780,102
trizod,softdis,mmseqs_95,15726_1_1_1,2von_A,197,190,mmseqs,100.000000,0.969543,0.989637,191
trizod,softdis,mmseqs_95,15197_1_1_1,3ox5_A,167,151,mmseqs,100.000000,0.910180,0.993464,152
trizod,softdis,mmseqs_95,19214_1_1_1,6upp_A,165,145,mmseqs,100.000000,0.909091,1.000000,150
trizod,softdis,mmseqs_95,50392_1_1_1,9fz4_A,151,131,mmseqs,100.000000,0.867550,1.000000,131
trizod,softdis,mmseqs_95,18761_1_1_1,3dxe_C,140,133,mmseqs,100.000000,1.000000,1.000000,140
trizod,softdis,mmseqs_95,15760_1_1_1,2vzc_A,129,127,mmseqs,100.000000,1.000000,0.984733,129
trizod,softdis,mmseqs_95,18142_1_1_1,4lk9_A,110,106,mmseqs,100.000000,1.000000,0.808824,110
trizod,softdis,mmseqs_95,27540_1_1_1,8g26_C,117,115,mmseqs,100.000000,1.000000,1.000000,117
trizod,softdis,mmseqs_95,15813_1_1_1,1oms_C,117,115,mmseqs,100.000000,1.000000,0.966942,117
trizod,softdis,mmseqs_95,15094_1_1_1,1naq_A,112,110,mmseqs,100.000000,1.000000,1.000000,112
trizod,softdis,mmseqs_95,50368_1_1_1,6gbg_D,108,106,mmseqs,100.000000,0.990741,0.930435,107
trizod,softdis,mmseqs_95,16741_1_1_1,1bxa_A,106,104,mmseqs,100.000000,0.990566,1.000000,105
trizod,softdis,mmseqs_95,19943_1_1_1,5hbl_A,108,106,mmseqs,100.000000,1.000000,0.850394,108
trizod,softdis,mmseqs_95,16353_1_1_1,6kc4_A,116,100,mmseqs,100.000000,0.862069,0.980392,100
trizod,softdis,mmseqs_95,25305_1_1_1,2wwk_T,101,95,mmseqs,100.000000,0.990099,0.980392,100
trizod,softdis,mmseqs_95,11471_1_2_2,1aue_A,94,92,mmseqs,100.000000,1.000000,0.940000,94
trizod,softdis,mmseqs_95,51255_1_1_1,7soo_A,99,88,mmseqs,100.000000,1.000000,1.000000,99
trizod,softdis,mmseqs_95,11055_1_1_1,2aoa_A,100,93,mmseqs,100.000000,0.940000,0.949495,94
trizod,softdis,mmseqs_95,17550_1_1_1,2yhn_A,79,77,mmseqs,100.000000,1.000000,1.000000,79
trizod,softdis,mmseqs_95,17808_1_1_1,3t6r_A,69,66,mmseqs,100.000000,0.956522,0.916667,66
trizod,softdis,mmseqs_95,30556_1_1_1,6pce_A,81,68,mmseqs,100.000000,0.864198,1.000000,70
trizod,softdis,mmseqs_95,27424_2_2_1,4w4m_A,74,72,mmseqs,100.000000,1.000000,0.948718,74
trizod,softdis,mmseqs_95,16468_1_1_1,4fz0_M,41,39,mmseqs,100.000000,0.975610,1.000000,40
trizod,softdis,mmseqs_95,17793_1_1_1,2wk3_C,42,40,mmseqs,100.000000,1.000000,1.000000,42
trizod,softdis,mmseqs_95,30755_1_1_1,5wob_a,21,19,mmseqs,100.000000,0.952381,1.000000,20
trizod,softdis,mmseqs_95,17602_1_1_1,3rsm_A,463,442,mmseqs,99.700000,1.000000,1.000000,463
trizod,softdis,mmseqs_95,26532_1_1_1,4s04_A,231,215,mmseqs,99.500000,1.000000,1.000000,232
trizod,softdis,mmseqs_95,28103_1_1_1,5vyo_A,200,198,mmseqs,99.500000,1.000000,1.000000,200
trizod,softdis,mmseqs_95,25728_1_1_1,1qfv_B,173,167,mmseqs,99.400000,0.988439,0.977143,171
trizod,softdis,mmseqs_95,30246_1_1_1,5ii7_A,135,131,mmseqs,99.200000,1.000000,0.978261,135
trizod,softdis,mmseqs_95,50650_1_1_1,4ahe_A,123,120,mmseqs,99.100000,1.000000,1.000000,123
trizod,softdis,mmseqs_95,15011_1_1_1,3q15_C,132,123,mmseqs,99.100000,0.939394,0.984127,124
trizod,softdis,mmseqs_95,26752_1_1_1,5d8e_A,128,109,mmseqs,99.000000,0.851562,0.947826,109
trizod,softdis,mmseqs_95,28074_1_1_1,3tkz_A,107,104,mmseqs,99.000000,0.981308,0.963303,105
trizod,softdis,mmseqs_95,50524_1_1_1,8yd8_J,185,172,mmseqs,98.800000,0.929730,0.950276,172
trizod,softdis,mmseqs_95,28028_1_1_1,5tte_E,154,152,mmseqs,98.700000,1.000000,0.922156,154
trizod,softdis,mmseqs_95,34379_1_1_1,1t2o_A,148,145,mmseqs,98.600000,0.986486,1.000000,146
trizod,softdis,mmseqs_95,11075_1_1_1,5lb7_B,78,73,mmseqs,98.600000,0.948718,0.925000,74
trizod,softdis,mmseqs_95,19824_1_1_1,1wwa_X,107,101,mmseqs,98.000000,0.953271,0.935780,102
trizod,softdis,mmseqs_95,15548_1_1_1,2oct_A,98,96,mmseqs,97.900000,1.000000,1.000000,98
trizod,softdis,mmseqs_95,34399_1_1_1,3gax_B,120,118,mmseqs,97.500000,1.000000,1.000000,120
trizod,softdis,mmseqs_95,50433_1_1_1,1lky_A,83,77,mmseqs,97.400000,0.927711,1.000000,77
trizod,softdis,mmseqs_95,30574_1_1_1,6nz3_A,98,93,mmseqs,95.900000,1.000000,1.000000,98
trizod,softdis,mmseqs_95,15511_1_1_1,7ylb_D,128,117,mmseqs,95.700000,0.921875,0.967213,118
trizod,softdis,mmseqs_90,15726_1_1_1,2von_A,197,190,mmseqs,100.000000,0.969543,0.989637,191
trizod,softdis,mmseqs_90,15197_1_1_1,3ox5_A,167,151,mmseqs,100.000000,0.910180,0.993464,152
trizod,softdis,mmseqs_90,19214_1_1_1,6upp_A,165,145,mmseqs,100.000000,0.909091,1.000000,150
trizod,softdis,mmseqs_90,50392_1_1_1,9fz4_A,151,131,mmseqs,100.000000,0.867550,1.000000,131
trizod,softdis,mmseqs_90,18761_1_1_1,3dxe_C,140,133,mmseqs,100.000000,1.000000,1.000000,140
trizod,softdis,mmseqs_90,15760_1_1_1,2vzc_A,129,127,mmseqs,100.000000,1.000000,0.984733,129
trizod,softdis,mmseqs_90,18142_1_1_1,4lk9_A,110,106,mmseqs,100.000000,1.000000,0.808824,110
trizod,softdis,mmseqs_90,27540_1_1_1,8g26_C,117,115,mmseqs,100.000000,1.000000,1.000000,117
trizod,softdis,mmseqs_90,15813_1_1_1,1oms_C,117,115,mmseqs,100.000000,1.000000,0.966942,117
trizod,softdis,mmseqs_90,15094_1_1_1,1naq_A,112,110,mmseqs,100.000000,1.000000,1.000000,112
trizod,softdis,mmseqs_90,50368_1_1_1,6gbg_D,108,106,mmseqs,100.000000,0.990741,0.930435,107
trizod,softdis,mmseqs_90,16741_1_1_1,1bxa_A,106,104,mmseqs,100.000000,0.990566,1.000000,105
trizod,softdis,mmseqs_90,19943_1_1_1,5hbl_A,108,106,mmseqs,100.000000,1.000000,0.850394,108
trizod,softdis,mmseqs_90,16353_1_1_1,6kc4_A,116,100,mmseqs,100.000000,0.862069,0.980392,100
trizod,softdis,mmseqs_90,25305_1_1_1,2wwk_T,101,95,mmseqs,100.000000,0.990099,0.980392,100
trizod,softdis,mmseqs_90,11471_1_2_2,1aue_A,94,92,mmseqs,100.000000,1.000000,0.940000,94
trizod,softdis,mmseqs_90,51255_1_1_1,7soo_A,99,88,mmseqs,100.000000,1.000000,1.000000,99
trizod,softdis,mmseqs_90,11055_1_1_1,2aoa_A,100,93,mmseqs,100.000000,0.940000,0.949495,94
trizod,softdis,mmseqs_90,17550_1_1_1,2yhn_A,79,77,mmseqs,100.000000,1.000000,1.000000,79
trizod,softdis,mmseqs_90,17808_1_1_1,3t6r_A,69,66,mmseqs,100.000000,0.956522,0.916667,66
trizod,softdis,mmseqs_90,30556_1_1_1,6pce_A,81,68,mmseqs,100.000000,0.864198,1.000000,70
trizod,softdis,mmseqs_90,27424_2_2_1,4w4m_A,74,72,mmseqs,100.000000,1.000000,0.948718,74
trizod,softdis,mmseqs_90,16468_1_1_1,4fz0_M,41,39,mmseqs,100.000000,0.975610,1.000000,40
trizod,softdis,mmseqs_90,17793_1_1_1,2wk3_C,42,40,mmseqs,100.000000,1.000000,1.000000,42
trizod,softdis,mmseqs_90,30755_1_1_1,5wob_a,21,19,mmseqs,100.000000,0.952381,1.000000,20
trizod,softdis,mmseqs_90,17602_1_1_1,3rsm_A,463,442,mmseqs,99.700000,1.000000,1.000000,463
trizod,softdis,mmseqs_90,26532_1_1_1,4s04_A,231,215,mmseqs,99.500000,1.000000,1.000000,232
trizod,softdis,mmseqs_90,28103_1_1_1,5vyo_A,200,198,mmseqs,99.500000,1.000000,1.000000,200
trizod,softdis,mmseqs_90,25728_1_1_1,1qfv_B,173,167,mmseqs,99.400000,0.988439,0.977143,171
trizod,softdis,mmseqs_90,30246_1_1_1,5ii7_A,135,131,mmseqs,99.200000,1.000000,0.978261,135
trizod,softdis,mmseqs_90,50650_1_1_1,4ahe_A,123,120,mmseqs,99.100000,1.000000,1.000000,123
trizod,softdis,mmseqs_90,15011_1_1_1,3q15_C,132,123,mmseqs,99.100000,0.939394,0.984127,124
trizod,softdis,mmseqs_90,26752_1_1_1,5d8e_A,128,109,mmseqs,99.000000,0.851562,0.947826,109
trizod,softdis,mmseqs_90,28074_1_1_1,3tkz_A,107,104,mmseqs,99.000000,0.981308,0.963303,105
trizod,softdis,mmseqs_90,50524_1_1_1,8yd8_J,185,172,mmseqs,98.800000,0.929730,0.950276,172
trizod,softdis,mmseqs_90,28028_1_1_1,5tte_E,154,152,mmseqs,98.700000,1.000000,0.922156,154
trizod,softdis,mmseqs_90,34379_1_1_1,1t2o_A,148,145,mmseqs,98.600000,0.986486,1.000000,146
trizod,softdis,mmseqs_90,11075_1_1_1,5lb7_B,78,73,mmseqs,98.600000,0.948718,0.925000,74
trizod,softdis,mmseqs_90,19824_1_1_1,1wwa_X,107,101,mmseqs,98.000000,0.953271,0.935780,102
trizod,softdis,mmseqs_90,15548_1_1_1,2oct_A,98,96,mmseqs,97.900000,1.000000,1.000000,98
trizod,softdis,mmseqs_90,34399_1_1_1,3gax_B,120,118,mmseqs,97.500000,1.000000,1.000000,120
trizod,softdis,mmseqs_90,50433_1_1_1,1lky_A,83,77,mmseqs,97.400000,0.927711,1.000000,77
trizod,softdis,mmseqs_90,30574_1_1_1,6nz3_A,98,93,mmseqs,95.900000,1.000000,1.000000,98
trizod,softdis,mmseqs_90,15511_1_1_1,7ylb_D,128,117,mmseqs,95.700000,0.921875,0.967213,118
trizod,softdis,mmseqs_90,27451_1_1_1,1gto_A,63,61,mmseqs,91.800000,0.968254,0.983871,61
trizod,softdis,mmseqs_85,15726_1_1_1,2von_A,197,190,mmseqs,100.000000,0.969543,0.989637,191
trizod,softdis,mmseqs_85,15197_1_1_1,3ox5_A,167,151,mmseqs,100.000000,0.910180,0.993464,152
trizod,softdis,mmseqs_85,19214_1_1_1,6upp_A,165,145,mmseqs,100.000000,0.909091,1.000000,150
trizod,softdis,mmseqs_85,50392_1_1_1,9fz4_A,151,131,mmseqs,100.000000,0.867550,1.000000,131
trizod,softdis,mmseqs_85,18761_1_1_1,3dxe_C,140,133,mmseqs,100.000000,1.000000,1.000000,140
trizod,softdis,mmseqs_85,15760_1_1_1,2vzc_A,129,127,mmseqs,100.000000,1.000000,0.984733,129
trizod,softdis,mmseqs_85,18142_1_1_1,4lk9_A,110,106,mmseqs,100.000000,1.000000,0.808824,110
trizod,softdis,mmseqs_85,27540_1_1_1,8g26_C,117,115,mmseqs,100.000000,1.000000,1.000000,117
trizod,softdis,mmseqs_85,15813_1_1_1,1oms_C,117,115,mmseqs,100.000000,1.000000,0.966942,117
trizod,softdis,mmseqs_85,15094_1_1_1,1naq_A,112,110,mmseqs,100.000000,1.000000,1.000000,112
trizod,softdis,mmseqs_85,50368_1_1_1,6gbg_D,108,106,mmseqs,100.000000,0.990741,0.930435,107
trizod,softdis,mmseqs_85,16741_1_1_1,1bxa_A,106,104,mmseqs,100.000000,0.990566,1.000000,105
trizod,softdis,mmseqs_85,19943_1_1_1,5hbl_A,108,106,mmseqs,100.000000,1.000000,0.850394,108
trizod,softdis,mmseqs_85,16353_1_1_1,6kc4_A,116,100,mmseqs,100.000000,0.862069,0.980392,100
trizod,softdis,mmseqs_85,25305_1_1_1,2wwk_T,101,95,mmseqs,100.000000,0.990099,0.980392,100
trizod,softdis,mmseqs_85,11471_1_2_2,1aue_A,94,92,mmseqs,100.000000,1.000000,0.940000,94
trizod,softdis,mmseqs_85,51255_1_1_1,7soo_A,99,88,mmseqs,100.000000,1.000000,1.000000,99
trizod,softdis,mmseqs_85,11055_1_1_1,2aoa_A,100,93,mmseqs,100.000000,0.940000,0.949495,94
trizod,softdis,mmseqs_85,17550_1_1_1,2yhn_A,79,77,mmseqs,100.000000,1.000000,1.000000,79
trizod,softdis,mmseqs_85,17808_1_1_1,3t6r_A,69,66,mmseqs,100.000000,0.956522,0.916667,66
trizod,softdis,mmseqs_85,30556_1_1_1,6pce_A,81,68,mmseqs,100.000000,0.864198,1.000000,70
trizod,softdis,mmseqs_85,27424_2_2_1,4w4m_A,74,72,mmseqs,100.000000,1.000000,0.948718,74
trizod,softdis,mmseqs_85,16468_1_1_1,4fz0_M,41,39,mmseqs,100.000000,0.975610,1.000000,40
trizod,softdis,mmseqs_85,17793_1_1_1,2wk3_C,42,40,mmseqs,100.000000,1.000000,1.000000,42
trizod,softdis,mmseqs_85,30755_1_1_1,5wob_a,21,19,mmseqs,100.000000,0.952381,1.000000,20
trizod,softdis,mmseqs_85,17602_1_1_1,3rsm_A,463,442,mmseqs,99.700000,1.000000,1.000000,463
trizod,softdis,mmseqs_85,26532_1_1_1,4s04_A,231,215,mmseqs,99.500000,1.000000,1.000000,232
trizod,softdis,mmseqs_85,28103_1_1_1,5vyo_A,200,198,mmseqs,99.500000,1.000000,1.000000,200
trizod,softdis,mmseqs_85,25728_1_1_1,1qfv_B,173,167,mmseqs,99.400000,0.988439,0.977143,171
trizod,softdis,mmseqs_85,30246_1_1_1,5ii7_A,135,131,mmseqs,99.200000,1.000000,0.978261,135
trizod,softdis,mmseqs_85,50650_1_1_1,4ahe_A,123,120,mmseqs,99.100000,1.000000,1.000000,123
trizod,softdis,mmseqs_85,15011_1_1_1,3q15_C,132,123,mmseqs,99.100000,0.939394,0.984127,124
trizod,softdis,mmseqs_85,26752_1_1_1,5d8e_A,128,109,mmseqs,99.000000,0.851562,0.947826,109
trizod,softdis,mmseqs_85,28074_1_1_1,3tkz_A,107,104,mmseqs,99.000000,0.981308,0.963303,105
trizod,softdis,mmseqs_85,50524_1_1_1,8yd8_J,185,172,mmseqs,98.800000,0.929730,0.950276,172
trizod,softdis,mmseqs_85,28028_1_1_1,5tte_E,154,152,mmseqs,98.700000,1.000000,0.922156,154
trizod,softdis,mmseqs_85,34379_1_1_1,1t2o_A,148,145,mmseqs,98.600000,0.986486,1.000000,146
trizod,softdis,mmseqs_85,11075_1_1_1,5lb7_B,78,73,mmseqs,98.600000,0.948718,0.925000,74
trizod,softdis,mmseqs_85,19824_1_1_1,1wwa_X,107,101,mmseqs,98.000000,0.953271,0.935780,102
trizod,softdis,mmseqs_85,15548_1_1_1,2oct_A,98,96,mmseqs,97.900000,1.000000,1.000000,98
trizod,softdis,mmseqs_85,34399_1_1_1,3gax_B,120,118,mmseqs,97.500000,1.000000,1.000000,120
trizod,softdis,mmseqs_85,50433_1_1_1,1lky_A,83,77,mmseqs,97.400000,0.927711,1.000000,77
trizod,softdis,mmseqs_85,30574_1_1_1,6nz3_A,98,93,mmseqs,95.900000,1.000000,1.000000,98
trizod,softdis,mmseqs_85,15511_1_1_1,7ylb_D,128,117,mmseqs,95.700000,0.921875,0.967213,118
trizod,softdis,mmseqs_85,27451_1_1_1,1gto_A,63,61,mmseqs,91.800000,0.968254,0.983871,61
trizod,softdis,mmseqs_85,18821_1_1_1,6u0j_B,81,77,mmseqs,88.300000,0.950617,0.905882,77
trizod,softdis,mmseqs_85,19369_1_1_1,4icb_A,76,74,mmseqs,88.000000,0.986842,0.986842,75
trizod,softdis,mmseqs_85,34161_1_1_1,1osa_A,150,147,mmseqs,87.100000,0.986667,1.000000,148
trizod,softdis,mmseqs_85,19376_1_1_1,7vur_A,75,72,mmseqs,86.300000,0.973333,1.000000,73
trizod,softdis,mmseqs_85,27830_1_1_1,7eup_A,126,121,mmseqs,86.000000,0.968254,0.931298,122
trizod,softdis,mmseqs_80,15726_1_1_1,2von_A,197,190,mmseqs,100.000000,0.969543,0.989637,191
trizod,softdis,mmseqs_80,15197_1_1_1,3ox5_A,167,151,mmseqs,100.000000,0.910180,0.993464,152
trizod,softdis,mmseqs_80,19214_1_1_1,6upp_A,165,145,mmseqs,100.000000,0.909091,1.000000,150
trizod,softdis,mmseqs_80,50392_1_1_1,9fz4_A,151,131,mmseqs,100.000000,0.867550,1.000000,131
trizod,softdis,mmseqs_80,18761_1_1_1,3dxe_C,140,133,mmseqs,100.000000,1.000000,1.000000,140
trizod,softdis,mmseqs_80,15760_1_1_1,2vzc_A,129,127,mmseqs,100.000000,1.000000,0.984733,129
trizod,softdis,mmseqs_80,18142_1_1_1,4lk9_A,110,106,mmseqs,100.000000,1.000000,0.808824,110
trizod,softdis,mmseqs_80,27540_1_1_1,8g26_C,117,115,mmseqs,100.000000,1.000000,1.000000,117
trizod,softdis,mmseqs_80,15813_1_1_1,1oms_C,117,115,mmseqs,100.000000,1.000000,0.966942,117
trizod,softdis,mmseqs_80,15094_1_1_1,1naq_A,112,110,mmseqs,100.000000,1.000000,1.000000,112
trizod,softdis,mmseqs_80,50368_1_1_1,6gbg_D,108,106,mmseqs,100.000000,0.990741,0.930435,107
trizod,softdis,mmseqs_80,16741_1_1_1,1bxa_A,106,104,mmseqs,100.000000,0.990566,1.000000,105
trizod,softdis,mmseqs_80,19943_1_1_1,5hbl_A,108,106,mmseqs,100.000000,1.000000,0.850394,108
trizod,softdis,mmseqs_80,16353_1_1_1,6kc4_A,116,100,mmseqs,100.000000,0.862069,0.980392,100
trizod,softdis,mmseqs_80,25305_1_1_1,2wwk_T,101,95,mmseqs,100.000000,0.990099,0.980392,100
trizod,softdis,mmseqs_80,11471_1_2_2,1aue_A,94,92,mmseqs,100.000000,1.000000,0.940000,94
trizod,softdis,mmseqs_80,51255_1_1_1,7soo_A,99,88,mmseqs,100.000000,1.000000,1.000000,99
trizod,softdis,mmseqs_80,11055_1_1_1,2aoa_A,100,93,mmseqs,100.000000,0.940000,0.949495,94
